,Unnamed: 0,url,input_text,Entity1,Relationship,Entity2,Qualifiers,Entity2_cleaned,Qualifiers_cleaned,Entity1_cleaned
19,0,https://migri.fi/en/faq-students,"When you have a Kela card, you are covered under the National Health Insurance scheme, but it does not mean the same thing as being entitled to treatment in the public healthcare system in Finland.",['Kela'],instance of,"['National', 'Health', 'Insurance']","['country', ['Finland.']]",National  Health  Insurance,country  Finland.,Kela
20,0,https://migri.fi/en/faq-students,"If you have a municipality of residence in Finland, you are entitled to treatment in the public healthcare system.","['public', 'healthcare']",instance of,['municipality'],"['of', ['Finland,']]",municipality,of  Finland ,public  healthcare
21,0,https://migri.fi/en/faq-students,"If the attachments are not in Finnish, Swedish or English, you should have them translated by an authorised translator and attach the translations to your application.","['Finnish,']",instance of,['translator'],"['of', ['Swedish']]",translator,of  Swedish,Finnish 
22,0,https://migri.fi/en/faq-students,It makes no difference what kind of residence permit their spouses have in Finland (for example a residence permit for studies or for an employed person).,['It'],instance of,"['residence', 'permit']","['of', ['Finland']]",residence  permit,of  Finland,It
23,0,https://migri.fi/en/faq-students,It makes no difference what kind of residence permit their spouses have in Finland (for example a residence permit for studies or for an employed person).,['It'],instance of,"['residence', 'permit']","['of', ['Finland']]",residence  permit,of  Finland,It
24,0,https://migri.fi/en/faq-students,It is based on the financial aid that Finnish students receive yearly.,['It'],subclass of,['aid'],"['of', ['Finnish']]",aid,of  Finnish,It
25,0,https://migri.fi/en/faq-students,The required amount of insurance depends on the duration of your studies in Finland.,['your'],part of,['insurance'],"['of', ['Finland.']]",insurance,of  Finland.,your
26,0,https://migri.fi/en/faq-students,"Students studying for a higher education degree can be issued with a continuous residence permit, an A permit, in Finland.",['continuous'],subclass of,"['permit,']","['of', ['Finland.']]",permit ,of  Finland.,continuous
27,0,https://migri.fi/en/faq-students,"Students studying for a higher education degree can be issued with a continuous residence permit, an A permit, in Finland.","['A', 'permit,']",subclass of,"['residence', 'permit,']","['of', ['Finland.']]",residence  permit ,of  Finland.,A  permit 
28,0,https://migri.fi/en/faq-returnees,The remigration system for Ingrian Finnish returnees ended on 1 July 2016.,"['for', 'Ingrian']",subclass of,['July'],"['of', []]",July,of  ,for  Ingrian
29,0,https://migri.fi/en/-8,بڕیار ده‌بێت له‌ ماوه‌ی ۱۵ مانگدا بدرێت، ئه‌گه‌ر ۱) له‌ بابه‌ته‌که‌دا به‌ هۆی لێکۆڵینه‌وه‌ یان یاساییه‌وه‌ چه‌ندین پرسیاری ئه‌وه‌نده‌ دژوار و ئاڵۆز هه‌بن؛ ۲) ژماره‌یه‌کی یه‌کجار زۆری هاوڵاتیه‌کانی سێیه‌مین یان بێوڵات له‌ هه‌مان کاتدا داوای مافی په‌نابه‌رێتی بکه‌ن که‌ له‌ کرداریدا زۆر زه‌حمه‌ت بێت له‌ ماوه‌ی شه‌ش مانگدا بڕیار له‌سه‌ر داواکا-ریه‌کانیان بدرێت؛ ۳) دره‌نگبوونه‌وه‌ به‌ شێوه‌یه‌کی ئاشکه‌را به‌ هۆی ئه‌وه‌ بێت که‌ داواکاره‌که‌ یارمه‌تیی کاربه‌ده‌ستان نه‌کردووه‌ بۆ که‌ بابه‌ته‌که‌ی ڕوون ببێت.,['دژوار'],subclass of,"['۱)', 'له\u200c']","['of', ['له\u200c']]",۱)  له\u200c,of  له\u200c,دژوار
30,0,https://migri.fi/en/-8,بڕیار ده‌بێت له‌ ماوه‌ی ۱۸ مانگدا بدرێت ئه‌گه‌ر بۆ دڵنیابوون له‌ لێکۆڵینه‌وه‌یه‌کی ڕه‌وا و مه‌عقبووڵ پێویستی به‌ زیاتر کاتی لێکۆڵینه‌وه‌ هه‌بێت.,['بڕیار'],instance of,"['لێکۆڵینه\u200cوه\u200cیه\u200cکی', 'ڕه\u200cوا']","['of', ['له\u200c', 'ماوه\u200cی', '۱۸', 'مانگدا']]",لێکۆڵینه\u200cوه\u200cیه\u200cکی  ڕه\u200cوا,of  له\u200c  ماوه\u200cی  ۱۸  مانگدا,بڕیار
31,0,https://migri.fi/en/-8,هه‌روه‌ها پارێزه‌ره‌که‌ی دادیت یان کارمه‌ندی که‌مپه‌که‌ت ده‌توانێت ئه‌گه‌ر پێویست بێت په‌یوه‌ندی بکات له‌گه‌ڵ فه‌رمانگه‌ی کۆچ,"['پارێزه\u200cره\u200cکه\u200cی', 'دادیت']",subclass of,['که\u200cمپه\u200cکه\u200cت'],"['of', ['ئه\u200cگه\u200cر']]",که\u200cمپه\u200cکه\u200cت,of  ئه\u200cگه\u200cر,پارێزه\u200cره\u200cکه\u200cی  دادیت
32,0,https://migri.fi/en/-11,به هر حال در صورتی که شرایط موجود در کشور مبدأ نامطمئن باشد و به این دلیل امکان تصمیم گیری در مدت زمان های فوق الذکر وجود نداشته باشد، تصمیم گیری باید در عرض 21 ماه انجام گیرد.,['هر'],subclass of,"['که', 'شرایط']","['of', ['گیری']]",که  شرایط,of  گیری,هر
33,0,https://migri.fi/en/su-aalaha-inta-badan-nalaga-soo-weydiiyo-waqtiga-ugu-badan-ee-uu-qaadan-karo-falanqeynta-codsiga-magangalyodoonka-qaxootinimo2,Si kastaba codsiydaas waxaa isku mar lala falanqeyn doonaa kuwii la sameeyay 20.7.2018 iyo kadibba.,['kastaba'],part of,['kadibba.'],"['end time', ['20.7.2018']]",kadibba.,end time  20.7.2018,kastaba
34,0,https://migri.fi/en/interviewing-children,"In Finland, provisions on interviewing minors are laid down in the Aliens Act (see section 6 of the Aliens Act).",['Aliens'],part of,['Act'],"['country', ['Finland,']]",Act,country  Finland ,Aliens
35,0,https://migri.fi/en/faq-finnish-citizenship,Get a new passport and apply for a residence permit before your current ones expire.,"['current', 'ones']",subclass of,[],"['of', []]",,of  ,current  ones
36,0,https://migri.fi/en/faq-finnish-citizenship,"At the earliest, it will be sufficient in approximately 6 months.","['in', 'approximately']",employer,['months.'],"['position held', ['be', 'sufficient']]",months.,position held  be  sufficient,in  approximately
37,0,https://migri.fi/en/faq-finnish-citizenship,Accumulated residence may consist of a number of separate periods of residence in Finland.,"['Accumulated', 'residence']",instance of,['residence'],"['of', ['Finland.']]",residence,of  Finland.,Accumulated  residence
38,0,https://migri.fi/en/faq-finnish-citizenship,A list of certificates that are accepted as proof of your language skills is available on the page Language skills.,['skills.'],subclass of,['language'],"['of', ['page']]",language,of  page,skills.
39,0,https://migri.fi/en/faq-finnish-citizenship,"In that case, the applicant can attach to the application the most recent school report that shows the grade awarded in the Finnish or Swedish language.",['Finnish'],subclass of,['school'],"['of', ['Swedish']]",school,of  Swedish,Finnish
40,0,https://migri.fi/en/faq-finnish-citizenship,Documents attached to your citizenship declaration must be original documents when you submit your application at a service point of the Finnish Immigration Service in Finland or a Finnish mission abroad.,"['of', 'the']",instance of,"['when', 'you']","['start time', ['citizenship', 'declaration']]",when  you,start time  citizenship  declaration,of  the
41,0,https://migri.fi/en/faq-finnish-citizenship,Documents issued by foreign authorities must be legalised.,[],headquarters location,[],"['country', []]",,country  ,
42,0,https://migri.fi/en/faq-finnish-citizenship,"Instead, fill in the supplement form for a child to add your child as a co-applicant to your citizenship application.",['citizenship'],subclass of,"['in', 'the']","['of', ['a']]",in  the,of  a,citizenship
43,0,https://migri.fi/en/brexit3,They must have a residence permit to stay in Finland for more than 90 days.,['They'],instance of,"['residence', 'permit']","['of', ['Finland']]",residence  permit,of  Finland,They
44,0,https://migri.fi/en/brexit3,You will have to a apply for a residence permit as a person arriving from outside the EU.,['You'],instance of,"['residence', 'permit']","['of', ['EU.']]",residence  permit,of  EU.,You
45,0,https://migri.fi/en/brexit3,"After the entry of the withdrawal agreement into force and until the end of the transition period on 31 December 2020, UK citizens will be treated as if they are EU citizens.",['UK'],shares border with,['EU'],"['start time', ['31', 'December', '2020,']]",EU,start time  31  December  2020 ,UK
46,0,https://migri.fi/en/brexit3,"If you are granted right of residence under the withdrawal agreement in Finland, you will be issued a residence permit card to certify your right of residence.",['card'],subclass of,['residence'],"['of', ['Finland,']]",residence,of  Finland ,card
47,0,https://migri.fi/en/brexit3,The requirements for applying for and granting these permits also differ.,['The'],subclass of,[],"['of', ['permits']]",,of  permits,The
48,0,https://migri.fi/en/brexit3,"Then, apply for right of permanent residence under the withdrawal agreement from 1 October 2020 by a separate application.","['withdrawal', 'agreement']",instance of,"['permanent', 'residence']","['start time', ['1', 'October', '2020']]",permanent  residence,start time  1  October  2020,withdrawal  agreement
49,0,https://migri.fi/en/brexit3,"Some UK citizens who relocated to Finland before the entry into force of the current freedom of movement rules on 29 April 2004 may still have a residence permit issued pursuant to the Aliens Act, as at the time it was not converted to a certificate of the registration of an EU citizen’s right of residence.",['Finland'],shares border with,['EU'],"['end time', ['29', 'April', '2004']]",EU,end time  29  April  2004,Finland
50,0,https://migri.fi/en/brexit3,You should have either applied for registration of your EU citizen’s right of residence or renewed your residence permit card when your passport expired.,['You'],part of,"['residence', 'or']","['subject has role', ['either', 'applied']]",residence  or,subject has role  either  applied,You
51,0,https://migri.fi/en/brexit3,"If you are a UK citizen and you have registered your EU citizen’s right of residence in Finland, you and your family members will be legally resident in Finland during the application period, 1 October 2020 to 30 September 2021.",['EU'],shares border with,"['Finland,']","['end time', ['1', 'October', '2020']]",Finland ,end time  1  October  2020,EU
52,0,https://migri.fi/en/brexit3,"However, if you do not apply for right of residence under the withdrawal agreement by 30 September 2021, thereafter you will no longer be resident legally in Finland.","['withdrawal', 'agreement']",country,['Finland.'],"['start time', ['30', 'September', '2021,']]",Finland.,start time  30  September  2021 ,withdrawal  agreement
53,0,https://migri.fi/en/brexit3,Freedom of movement under EU rules as guaranteed by the withdrawal agreement will cease to apply to UK citizens and their family members when the transition period ends on 31 December 2020.,"['withdrawal', 'agreement']",located in the administrative territorial entity,['EU'],"['end time', ['31', 'December', '2020.']]",EU,end time  31  December  2020.,withdrawal  agreement
54,0,https://migri.fi/en/brexit3,Freedom of movement under EU rules as guaranteed by the withdrawal agreement will cease to apply to UK citizens and their family members when the transition period ends on 31 December 2020.,['UK'],located in the administrative territorial entity,['EU'],"['end time', ['31', 'December', '2020.']]",EU,end time  31  December  2020.,UK
55,0,https://migri.fi/en/brexit3,You must be permanently resident in Finland in order to be granted right of residence under the withdrawal agreement.,['You'],subclass of,['Finland'],"['of', ['order']]",Finland,of  order,You
56,0,https://migri.fi/en/brexit3,"If you fulfil the requirements for right of permanent residence, you may apply for right of permanent residence under the withdrawal agreement after the end of the transition period on 31 December 2020.","['withdrawal', 'agreement']",instance of,"['permanent', 'residence,']","['end time', ['31', 'December', '2020.']]",permanent  residence ,end time  31  December  2020.,withdrawal  agreement
57,0,https://migri.fi/en/brexit3,"If you fulfil the requirements for right of permanent residence, you may apply for right of permanent residence under the withdrawal agreement after the end of the transition period on 31 December 2020.","['withdrawal', 'agreement']",subclass of,"['permanent', 'residence']","['start time', ['31', 'December', '2020.']]",permanent  residence,start time  31  December  2020.,withdrawal  agreement
58,0,https://migri.fi/en/brexit3,"In order for you to be granted the right of permanent residence under the withdrawal agreement, you must have had a legal basis for residing in Finland for a period of five years: you must have been an employee, self-employed person, family member or student while residing in Finland.","['withdrawal', 'agreement,']",instance of,"['permanent', 'residence']","['of', ['Finland']]",permanent  residence,of  Finland,withdrawal  agreement 
59,0,https://migri.fi/en/brexit3,"If you were permanently resident in Finland before 31 December 2020, you can return to Finland in April 2021 and apply then for right of residence under the withdrawal agreement.",['Finland'],shares border with,['Finland'],"['start time', ['31']]",Finland,start time  31,Finland
60,0,https://migri.fi/en/brexit/en,The Application Finder helps you find the right application.,['helps'],subclass of,[],"['of', []]",,of  ,helps
61,0,https://migri.fi/en/brexit/en,apply for a document certifying your rights as a frontier worker.,['worker.'],subclass of,[],"['of', ['frontier']]",,of  frontier,worker.
62,0,https://migri.fi/en/brexit/en,Here you will find the application form and instructions on how to apply for a document certifying your rights as a frontier worker.,"['and', 'instructions']",country,['how'],"['start time', ['the']]",how,start time  the,and  instructions
63,0,https://migri.fi/en/brexit/en,Applying for right of residence abroad,[],instance of,['of'],"['of', []]",of,of  ,
64,0,https://migri.fi/en/right-of-residence-under-the-withdrawal-agreement,You must apply for a residence permit in the same manner as other persons coming from non-EU countries.,['a'],subclass of,['residence'],"['of', ['as']]",residence,of  as,a
65,0,https://migri.fi/en/right-of-residence-under-the-withdrawal-agreement,You must apply for a residence permit in the same manner as other persons coming from non-EU countries.,['a'],subclass of,['manner'],"['of', ['as']]",manner,of  as,a
66,0,https://migri.fi/en/right-of-residence-under-the-withdrawal-agreement,You were a family member of a British citizen before the transition period ended on 31/12/2020.,['British'],significant event,['transition'],"['end time', ['31/12/2020.']]",transition,end time  31/12/2020.,British
67,0,https://migri.fi/en/right-of-residence-under-the-withdrawal-agreement,Instructions for visiting a Finnish mission or at an application centre of an external service provider can be found on the website finlandabroad.fi.,['finlandabroad.fi.'],instance of,['service'],"['of', ['Finnish']]",service,of  Finnish,finlandabroad.fi.
68,0,https://migri.fi/en/right-of-residence-under-the-withdrawal-agreement,"If you are granted a right of residence or right of permanent residence under the withdrawal agreement, your permit will be valid as of 1 January 2021.","['withdrawal', 'agreement,']",instance of,"['permanent', 'residence']","['end time', ['1', 'January', '2021.']]",permanent  residence,end time  1  January  2021.,withdrawal  agreement 
69,0,https://migri.fi/en/right-of-residence-under-the-withdrawal-agreement,Read the migri.fi website carefully.,['Read'],part of,['carefully.'],"['series ordinal', []]",carefully.,series ordinal  ,Read
70,0,https://migri.fi/en/right-of-residence-under-the-withdrawal-agreement,"Book an appointment at a service point of the Finnish Immigration Service, a Finnish mission or an application centre of an external service provider.",['Book'],position held,['of'],"['of', ['appointment']]",of,of  appointment,Book
71,0,https://migri.fi/en/right-of-residence-under-the-withdrawal-agreement,"However, a document that has been issued by an authority in an EU Member State concerning birth, marriage, registered partnership or death does not need to be translated, if you attach to the document a multilingual standard form issued by the authority in question.","['However,']",subclass of,"['has', 'been']","['of', ['that']]",has  been,of  that,However 
72,0,https://migri.fi/en/changing-status-of-right-of-permanent-residence,You will find the contact details of your Finnish mission or application centre of an external service provider on the website finlandabroad.fi.,['finlandabroad.fi.'],instance of,"['service', 'provider']","['of', ['Finnish']]",service  provider,of  Finnish,finlandabroad.fi.
73,0,https://migri.fi/en/changing-status-of-right-of-permanent-residence,You will find instructions for visiting a Finnish mission or an application centre of an external service provider on the website finlandabroad.fi.,['finlandabroad.fi.'],instance of,"['service', 'provider']","['of', ['Finnish']]",service  provider,of  Finnish,finlandabroad.fi.
74,0,https://migri.fi/en/changing-status-of-right-of-permanent-residence,"Changing status of right of permanent residence for British citizen, Brexit 3",['Brexit'],instance of,"['permanent', 'residence']","['series ordinal', ['3']]",permanent  residence,series ordinal  3,Brexit
75,0,https://migri.fi/en/application-for-family-member,The withdrawal agreement between the United Kingdom and the EU entered into force on 1 February 2020.,"['withdrawal', 'agreement']",located in the administrative territorial entity,['EU'],"['start time', ['1', 'February', '2020.']]",EU,start time  1  February  2020.,withdrawal  agreement
76,0,https://migri.fi/en/application-for-family-member,"Family members of British citizens should have applied for a right of residence under the withdrawal agreement by the closing date of the application period, 30 September 2021, or within three (3) months of arriving in Finland.","['withdrawal', 'agreement']",country,['Finland.'],"['start time', ['30', 'September', '2021,']]",Finland.,start time  30  September  2021 ,withdrawal  agreement
77,0,https://migri.fi/en/application-for-family-member,"If you are a family member of a Finnish citizen, use the Application Finder to find out which application form you should use.","['Application', 'Finder']",subclass of,"['application', 'form']","['of', ['Finnish', 'citizen,']]",application  form,of  Finnish  citizen ,Application  Finder
78,0,https://migri.fi/en/application-for-family-member,You will find instructions online for your appointment at the mission or an application centre of an external service provider on finlandabroad.fi.,"['mission', 'or', 'an', 'application']",subclass of,"['will', 'find']","['of', ['appointment']]",will  find,of  appointment,mission  or  an  application
79,0,https://migri.fi/en/document-certifying-a-british-citizen-s-rights-as-a-frontier-worker,"The residence permit card is ordered from a card supplier and mailed to you when the card is ready, in approximately four weeks from the decision.",['residence'],subclass of,['card'],"['of', ['ordered']]",card,of  ordered,residence
80,0,https://migri.fi/en/document-certifying-a-british-citizen-s-rights-as-a-frontier-worker,"Application for document certifying British citizen's rights as a frontier worker, Brexit 7",['Brexit'],subclass of,['frontier'],"['series ordinal', ['7']]",frontier,series ordinal  7,Brexit
81,0,https://migri.fi/en/finnish-citizenship,"Apply for citizenship by submitting an application that suits your situation, or by declaration.","['for', 'citizenship', 'by']",subclass of,"['application', 'that']","['of', ['declaration.']]",application  that,of  declaration.,for  citizenship  by
82,0,https://migri.fi/en/finnish-citizenship,"Submit your residence permit card, the registration certificate of your right of residence, or your residence permit sticker to the Finnish Immigration Service for cancelling.","['residence', 'permit', 'card,']",subclass of,"['residence', 'permit']","['of', ['Finnish']]",residence  permit,of  Finnish,residence  permit  card 
83,0,https://migri.fi/en/period-of-residence,You must have lived together with your spouse for at least three years.,['You'],spouse,['spouse'],"['series ordinal', ['at', 'least', 'three', 'years.']]",spouse,series ordinal  at  least  three  years.,You
84,0,https://migri.fi/en/how-to-calculate-the-period-of-residence,Your period of residence in Finland is not interrupted if your absence is caused by a well-founded personal reason.,['Your'],instance of,"['your', 'absence']","['of', ['by']]",your  absence,of  by,Your
85,0,https://migri.fi/en/citizenship-application/means-of-support,Your income must be legal and enough to live on.,['Your'],instance of,"['and', 'enough']","['of', []]",and  enough,of  ,Your
86,0,https://migri.fi/en/national-certificate-of-language-proficiency-yki-,Your language skills are sufficient if your general level of language proficiency is at least 3.,['skills'],subclass of,"['language', 'proficiency']","['series ordinal', ['at']]",language  proficiency,series ordinal  at,skills
87,0,https://migri.fi/en/citizenship-declaration,"A citizenship declaration is a quicker way to become a Finnish citizen, and the processing fee is lower than the fee for a citizenship application.","['citizenship', 'declaration']",subclass of,['citizenship'],"['of', ['Finnish']]",citizenship,of  Finnish,citizenship  declaration
88,0,https://migri.fi/en/young-person-between-18-and-22-years-of-age,"Citizenship declaration for a young person with long-term residence in Finland, KAN 6","['KAN', '6']",subclass of,"['Citizenship', 'declaration']","['of', ['Finland,']]",Citizenship  declaration,of  Finland ,KAN  6
89,0,https://migri.fi/en/former-finnish-citizen,"Citizenship declaration for a former Finnish citizen, KAN 7","['KAN', '7']",instance of,"['Citizenship', 'declaration']","['of', ['Finnish']]",Citizenship  declaration,of  Finnish,KAN  7
90,0,https://migri.fi/en/citizenship-for-a-child,Children can apply for Finnish citizenship without a parent or guardian only for a weighty reason that is related to the best interest of the child.,['of'],subclass of,"['Finnish', 'citizenship']","['of', ['weighty']]",Finnish  citizenship,of  weighty,of
91,0,https://migri.fi/en/requirements-for-a-child-for-becoming-a-finnish-citizen,The child’s identity must be reliably established,[],instance of,[],"['of', []]",,of  ,
92,0,https://migri.fi/en/loss-of-citizenship,Losing Finnish citizenship at the age of 22,['Losing'],instance of,['the'],"['of', []]",the,of  ,Losing
93,0,https://migri.fi/en/loss-of-citizenship,"Losing Finnish citizenship due to committing treason, high treason or a terrorist offence",['Losing'],part of,['terrorist'],"['series ordinal', []]",terrorist,series ordinal  ,Losing
94,0,https://migri.fi/en/loss-of-citizenship,Finland has accepted multiple citizenship (dual citizenship) since 1 June 2003.,['Finland'],significant event,"['multiple', 'citizenship']","['start time', ['1', 'June', '2003.']]",multiple  citizenship,start time  1  June  2003.,Finland
95,0,https://migri.fi/en/loss-of-citizenship,Finland has accepted multiple citizenship (dual citizenship) since 1 June 2003.,['Finland'],award received,['citizenship)'],"['start time', ['1', 'June', '2003.']]",citizenship),start time  1  June  2003.,Finland
96,0,https://migri.fi/en/release-from-citizenship,"Fill in the application form: Application for a child’s release from Finnish citizenship, KAN 10 (pdf) (available in Finnish and Swedish).",['KAN'],instance of,['Finnish'],"['of', ['Finnish']]",Finnish,of  Finnish,KAN
97,0,https://migri.fi/en/determination-of-citizenship,"If you want to or are asked to provide proof of the time periods you have been living in Finland, fill in the Form for providing evidence of residence in Finland, KAN OLESKELU (pdf).",['of'],subclass of,"['of', 'the']","['of', []]",of  the,of  ,of
98,0,https://migri.fi/en/determination-of-citizenship,"If you want to or are asked to provide proof of the time periods you have been living in Finland, fill in the Form for providing evidence of residence in Finland, KAN OLESKELU (pdf).",['of'],subclass of,['evidence'],"['of', []]",evidence,of  ,of
99,0,https://migri.fi/en/contact-information-for-finnish-citizen,The Finnish Immigration Service decides on the acquisition and loss of Finnish citizenship.,['loss'],country,['of'],"['located in the administrative territorial entity', ['of']]",of,located in the administrative territorial entity  of,loss
100,0,https://migri.fi/en/contact-information-for-finnish-citizen,"For information about statutory pensions and how to apply, see the website of Kela, the Social Insurance Institution of Finland (kela.fi).","['Kela,']",instance of,"['Social', 'Insurance']","['of', ['Finland']]",Social  Insurance,of  Finland,Kela 
101,0,https://migri.fi/en/contact-information-for-finnish-citizen,"The website contains information about national pensions and about earnings-related pensions paid by Kela to employees, civil servants and self-employed persons.","['The', 'website']",subclass of,['pensions'],"['of', ['information']]",pensions,of  information,The  website
102,0,https://migri.fi/en/contact-information-for-finnish-citizen,"The website contains information about national pensions and about earnings-related pensions paid by Kela to employees, civil servants and self-employed persons.","['The', 'website']",subclass of,"['pensions', 'paid']","['of', ['information']]",pensions  paid,of  information,The  website
103,0,https://migri.fi/en/contact-information-for-finnish-citizen,"For information about how to apply for a Finnish identity card, see the website of the Finnish police (poliisi.fi).",['Finnish'],subclass of,"['identity', 'card,']","['of', ['Finnish']]",identity  card ,of  Finnish,Finnish
104,0,https://migri.fi/en/contact-information-for-finnish-citizen,"For information about the financial aid available for studying in Finland or abroad, see the website of Kela, the Social Insurance Institution of Finland (kela.fi).","['Kela,']",instance of,"['Social', 'Insurance']","['of', ['Finland']]",Social  Insurance,of  Finland,Kela 
105,0,https://migri.fi/en/contact-information-for-finnish-citizen,"For information about social security in Finland, see the website of Kela, the Social Insurance Institution of Finland (kela.fi).","['Kela,']",instance of,"['Social', 'Insurance']","['of', ['Finland']]",Social  Insurance,of  Finland,Kela 
106,0,https://migri.fi/en/changes-in-your-situation,You can apply for a residence permit on the basis of family ties if you meet the requirements for the permit.,['You'],subclass of,"['residence', 'permit']","['of', ['ties']]",residence  permit,of  ties,You
107,0,https://migri.fi/en/changes-in-your-situation,We advise you to immediately apply for a residence permit once you have grounds for applying for a new permit.,['you'],instance of,['permit'],"['of', ['We']]",permit,of  We,you
108,0,https://migri.fi/en/employers,The Finnish Aliens Act was amended on 23 February 2023 to increase the obligation and responsibility of employers to submit information to the employee’s residence permit application.,"['Finnish', 'Aliens', 'Act']",instance of,"['residence', 'permit']","['start time', ['23', 'February', '2023']]",residence  permit,start time  23  February  2023,Finnish  Aliens  Act
109,0,https://migri.fi/en/employers,He can do so if the new job is in the same professional field or consists of similar tasks as those that the employee’s residence permit that has been granted on the basis of work allows him to perform.,['He'],instance of,"['residence', 'permit']","['of', ['employee’s']]",residence  permit,of  employee’s,He
110,0,https://migri.fi/en/employers,"Read more about changing jobs on the page Changing jobs, and about checking an employee's right to work in the section Verifying your employee’s right to work.",['Read'],instance of,['the'],"['of', ['Changing']]",the,of  Changing,Read
111,0,https://migri.fi/en/employers,"In general, a residence permit granted by another EU Member State or Schengen State does not give an employee the right to work in Finland.",['Finland.'],shares border with,['Schengen'],"['statement disputed by', ['EU']]",Schengen,statement disputed by  EU,Finland.
112,0,https://migri.fi/en/employers,A posted worker may work in Finland without a residence permit granted by Finland for a maximum of 90 days.,"['posted', 'worker']",instance of,"['residence', 'permit']","['of', ['Finland']]",residence  permit,of  Finland,posted  worker
