,Unnamed: 0.2,Unnamed: 0.1,url,Context,Unnamed: 0,RE_pred
11,11,9,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications," Do you need information about different qualifications and training, help in applying for training or personal study and career guidance?",,"[['entities are in bold'], ['Entity1: qualifications and training, Entity2: help, Relation: services, Qualifier Key: None, Qualifier Value: None'], ['Entity1: applying for training, Entity2: help, Relation: services, Qualifier Key: None, Qualifier Value: None'], ['Entity1: personal study and career guidance, Entity2: help, Relation: services, Qualifier Key: None, Qualifier Value: None']]"
12,12,10,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications,InfoOmnia provides guidance and counseling to applicants.,,"[['Entity1: InfoOmnia, Entity2: guidance and counseling, Relation: services']]"
13,13,11,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/continuous-admission, Now is the time to start your studies and train for a profession!,,[]
14,14,12,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/continuous-admission,Continuous admission is open to all applicants regardless of background training and age.,,"[['Entity1: all applicants, Entity2: background training, Relation: regardless of, Qualifier Key: age, Qualifier Value: N/A'], ['Entity1: Continuous admission, Entity2: applicants, Relation: open to, Qualifier Key: N/A, Qualifier Value: N/A']]"
15,15,13,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/continuous-admission,"If you have already completed a vocational qualification or a university degree, you can only apply for a vocational qualification in the continuous admission.",,"[['Entity1: you, Entity2: vocational qualification, Relation: application, Qualifier: continuous admission'], ['Entity1: university degree, Entity2: vocational qualification, Relation: eligibility']]"
16,16,14,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/joint-application-system," Young people who have completed comprehensive school, upper secondary school or education abroad and do not have a previous vocational qualification can apply in a joint application.",,"[['Young people, vocational qualification, target_group, previous, no'], ['comprehensive school, joint application, target_group, previous, no'], ['upper secondary school, joint application, target_group, previous, no'], ['education abroad, joint application, target_group, previous, no']]"
17,17,15,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/joint-application-system,"Generally, only applicants residing in Finland can be admitted to Omnia's vocational education and TUVA training.Next joint application will be organised 20.2.â19.3.2024.Take a look at the vocational qualifications in joint application system and apply!",,[]
18,18,16,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/joint-application-system," Do you need information about different trainings, help in applying for training or personal study and career guidance?",,"[['trainings, personal study and career guidance, services, None']]"
19,19,17,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/apprenticeship, Apprenticeship offers a flexible path to study for a profession.,,"[['Apprenticeship, profession, study, Path, flexible']]"
20,20,18,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/apprenticeship,It is also a practical way to develop oneâs own or the work communityâs professional skills.,,[]
21,21,19,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/apprenticeship,"Apprenticeship is suitable for everyone, regardless of their background or age, and can be started flexibly throughout the year.",,"[['Apprenticeship, everyone, suitable for, background or age'], ['Apprenticeship, null, can be started, throughout the year']]"
22,22,20,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/apprenticeship," Through an apprenticeship, you can complete any vocational qualification or unit through on-the-job learning.",,"[['Apprenticeship, Vocational qualification, Complete, None'], ['Apprenticeship, Unit, Complete, None'], ['Apprenticeship, On-the-job learning, Complete, None']]"
23,23,21,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/apprenticeship,An apprenticeship is a suitable form of study if you have a suitable job for the qualification you are studying.,,"[['apprenticeship, job, done_by, qualification, suitable']]"
24,24,22,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/apprenticeship,"At the same time, you gain work experience and professional networks and develop your professional skills.",,"[['work experience, professional networks, gain'], ['work experience, professional skills, gain'], ['professional networks, professional skills, gain']]"
25,25,23,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/apprenticeship,You will receive a salary for work done and a certificate of your competence.,,"[['Entity1: salary, Entity2: work done, Relation: eligible_for'], ['Entity1: certificate, Entity2: competence, Relation: issued_by']]"
26,26,24,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/apprenticeship,"The studies completed at the educational institute support the work tasks and the acquired skills can be applied immediately to practice, so the studies are diverse and work-oriented.",,"[['educational institute, studies, support, None'], ['acquired skills, practice, apply_to, None'], ['studies, work tasks, None, work-oriented']]"
27,27,25,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/apprenticeship,"Apprenticeship agreements are also suitable for short periods of work, such as summer jobs, in addition to completing an entire qualification.",,[]
28,28,26,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/apprenticeship, Do you want to develop your skills or get a boost for your business?,,[]
29,29,27,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/apprenticeship,"An entrepreneurâs apprenticeship offers flexible opportunities for an entrepreneur to study, whether you have just started or have already gained more experience.",,"[[""Entrepreneur's apprenticeship, Entrepreneur, Done by, Flexibility : Whether the entrepreneur has just started or already gained more experience""], [""Entrepreneur's apprenticeship, Study, Done by, Flexibility : Whether the entrepreneur has just started or already gained more experience""]]"
30,30,28,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/apprenticeship,"With the entrepreneurâs apprenticeship, you can study general business or entrepreneurial entities in addition to profession-specific qualifications.",,"[[""Entity1: entrepreneur's apprenticeship, Entity2: general business, Relation: studying, Qualifier: profession-specific qualifications""]]"
31,31,29,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/apprenticeship,"You can study a shorter or longer programme according to your needs, completing either the entire qualification or some units.",,"[['Entity1: you, Entity2: qualification/units, Relation: length, Qualifier Key: None, Qualifier Value: None']]"
32,32,30,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/apprenticeship, Apprenticeship is a great way to develop the competence and professional skills of your staff at work.,,"[['Entity1: apprenticeship, Entity2: competence and professional skills, Relation: way to develop, Qualifier: None']]"
33,33,31,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/apprenticeship,It is also a good option when you need customised education leading to a qualification for more than one person.,,[]
34,34,32,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/apprenticeship,Apprenticeship is suitable for the training of new employees and for updating or upgrading the skills of existing staff.,,"[['Entity1: Apprenticeship, Entity2: new employees, Relation: suitable for, Qualifier Key: training, Qualifier Value: yes'], ['Entity1: Apprenticeship, Entity2: existing staff, Relation: suitable for, Qualifier Key: skills upgrading, Qualifier Value: yes']]"
35,35,33,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/apprenticeship,"There are longer and shorter programmes to choose from, depending on the need.",,"[['Entity1: longer and shorter programmes, Entity2: need, Relation: length, Qualifier: None']]"
36,36,34,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/apprenticeship,Apprenticeship training can be started flexibly throughout the year.,,"[['Apprenticeship training, None, frequency, frequency: Throughout the year']]"
37,37,35,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training, Personalisation of studies means that a study path is planned and implemented for each vocational education student according to their needs.,,"[['Entity1: study path, Entity2: vocational education student, Relation: personalisation of studies, Qualifier: each student according to their needs']]"
38,38,36,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"In vocational education and training, the study path is individual and flexible.",,"[['vocational education and training, study path, individual and flexible']]"
39,39,37,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"Personalisation identifies and recognises your existing skills involves career planning includes planning how to acquire your missing skills (content, schedules and methods) the guidance and support you need, taking into account your life situation how and when you will demonstrate your skills Your individual plan is recorded in your personal competence development plan (PCDP).",,"[['PCDP'], ['Personalisation, Career planning, includes planning, None'], ['Personalisation, Existing skills, involves, None'], ['Personalisation, Missing skills, how to acquire, content: content, schedules: schedules, methods: methods'], ['Personalisation, Life situation, taking into account, None'], ['Individual plan, Personal competence development plan (PCDP']]"
40,40,38,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"You will prepare the PCDP together with your coordinating teacher, and it will be updated flexibly throughout your studies.",,"[['Entity1: PCDP, Entity2: coordinating teacher, Relation: preparation, Qualifier: updated flexibly throughout your studies']]"
41,41,39,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"If necessary, other teaching and guidance personnel can also participate in the preparation of the PCDP.",,"[['teaching and guidance personnel, PCDP, participation']]"
42,42,40,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"If you are a minor, your guardian may participate in the preparation and updating of the PCDP.",,"[['minor, guardian, participation, instruction, preparation and updating of PCDP']]"
43,43,41,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training," Before the PCDP discussion, familiarise yourself with your qualification e- perusteet (opintopolku.fi) In the PCDP discussion, you have the opportunity to: have a confidential conversation with your coordinating teacher share your interests and future plans plan your own study path together with your coordinating teacher highlight your previously acquired skills (e.g.",,"[['Entity1: PCDP discussion, Entity2: coordinating teacher, Relation: opportunity, Qualifier: confidential conversation'], ['Entity1: qualification e-perusteet, Entity2: None, Relation: None, Qualifier: None'], ['Entity1: interests, Entity2: None, Relation: None, Qualifier: None'], ['Entity1: future plans, Entity2: None, Relation: None, Qualifier: None'], ['Entity1: study path, Entity2: coordinating teacher, Relation: planned together, Qualifier: None'], ['Entity1: previously acquired skills, Entity2: None, Relation: None, Qualifier: None']]"
44,44,42,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"studies, work or hobbies, volunteering, positions of trust, civil or military service, business activities) describe your need for guidance and support (which are recorded in Wilma before the start of studies => Ohjaus ja tuki (Guidance and support) tab => Muut asiakirjat (Other documents) => LisÃ¤Ã¤ uusi (Add new) => Opiskeluvalmiuksien tunnistuslomake (Identification form for study skills)) receive information on what kind of guidance and support you can get for your studies ask about study-related matters ertificates and other documents Please scan your previous study and employment certificates and upload them to Wilma before starting your studies.",,"[['guidance and support, Wilma, record'], ['studies, guidance and support, require, identification form for study skills'], ['you, guidance and support, receive'], ['you, study-related matters, ask'], ['previous study and employment certificates, Wilma, upload'], ['guidance and support, Wilma, record'], ['studies, guidance and support, require, identification form for study skills'], ['previous study and employment certificates, upload']]"
45,45,43,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,The certificates can be used to identify and recognise your skills.,,"[['certificates, skills, identify and recognise, None']]"
46,46,44,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,(Instructions for logging in to Wilma and scanning the certificates have been sent to you by e-mail).,,"[['Instructions for logging in to Wilma, certificates, instructions, sent by: email']]"
47,47,45,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"If you are unable to upload your certificates to Wilma, bring them with you to your first PCDP discussion.",,"[['certificates, Wilma, where, first PCDP discussion']]"
48,48,46,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,Things to consider in advance What kind of competence have you previously acquired?,,[]
49,49,47,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,What are you like as a student?,,[]
50,50,48,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,How and in what kind of environment do you learn best?,,[]
51,51,49,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,How have your previous studies gone?,,[]
52,52,50,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,What kind of support and guidance have you received in the past?,,[]
53,53,51,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,What kind of support and guidance do you want for your studies?,,[]
54,54,52,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,What kind of expectations do you have about your studies?,,[]
55,55,53,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,What are your dreams and plans for the future?,,[]
56,56,54,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training, Everything you know is valuable.,,[]
57,57,55,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,Identification of learning means that the competence you have previously acquired will be determined.,,"[['Entity1, Entity2, Relation, Qualifier Key: Qualifier Value'], ['competence, learning, identification, None']]"
58,58,56,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"For example, you may have accumulated competence in the form of knowledge and skills learned through work experience, hobbies, military or civil service, studies abroad, separate qualifications, parts of previous qualifications and degrees or parts thereof, upper secondary general education, folk high schools and adult education centres, or you may have other previously acquired learning.",,"[['entity: competence, relation: accumulated in the form of, entity: knowledge and skills'], ['entity: work experience, relation: learned through, entity: competence'], ['entity: hobbies, relation: learned through, entity: competence']]"
59,59,57,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"Competence can be identified based on the documents you present and other reports (competence survey, interviews or other methods).",,"[['Document, Competence, identification, Via: Other reports']]"
60,60,58,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training," If you have valid vocational education qualifications or units, they can be used directly for your studies.",,"[['vocational education qualifications, studies, eligibility, usage, directly'], ['units, studies, eligibility, usage, directly']]"
61,61,59,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"If you have outdated training and otherwise up-to-date skills, your skills can be recognised and evaluated.",,"[['Outdated training, Skills, recognised and evaluated, otherwise up-to-date: True']]"
62,62,60,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"If you have otherwise accumulated competence in accordance with professional requirements or competence objectives, for example through work experience, you can be scheduled directly for a demonstration.",,"[['Entity1: work experience, Entity2: demonstration, Relation: eligibility, Qualifier Key: accumulation, Qualifier Value: in accordance with professional requirements / competence objectives']]"
63,63,61,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training," As part of personalisation, career planning is carried out with you.",,"[['personalisation, career planning, done_by, N/A']]"
64,64,62,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"Your goals, plans for further studies or entering and progressing into working life are all recorded in your career plan.",,"[['Entity1: career plan, Entity2: goals/plans/progressing, Relation: description']]"
65,65,63,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,The goal of career guidance is to support you in reflecting on your own interests and to help you set goals for your career.,,"[['career guidance, you, support, None'], ['you, own interests, reflect, None'], ['you, goals, set, for your career']]"
66,66,64,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,Career planning is done by a designated responsible teacher and guidance counsellor in cooperation with you.,,"[['Entity1: Career planning, Entity2: teacher/guidance counsellor, Relation: done_by, Qualifier: responsible designated']]"
67,67,65,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training, You are studying what you do not yet have competence in.,,[]
68,68,66,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"To the extent that you lack competence in accordance with professional requirements or competence objectives, you plan together with the designated teacher or other guidance personnel what additional competence you need, how to acquire it and in what timeframe.",,"[['Entity1: you, Entity2: designated teacher/guidance personnel, Relation: requirement, Qualifier: competence']]"
69,69,67,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"At the same time, the guidance and support you need, special support if necessary, and any studies that support your study skills are also planned.",,[]
70,70,68,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,This will build your own personal study path.,,[]
71,71,69,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,The acquisition of skills is always planned unit-specifically.,,"[['Entity1: acquisition of skills, Entity2: planned, Relation: quality, Qualifier Key: unit-specificity']]"
72,72,70,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training," As a student, you have the right to receive feedback on the development of your competence during education.",,"[['student, feedback, eligible_for, None'], ['competence, education, eligible_for, None']]"
73,73,71,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"You will receive feedback on the development of your competence from the instructing teachers, other teaching staff and your workplace instructor orally and in writing.",,"[['instructing teachers, feedback, development of competence, qualifier, written and oral'], ['teaching staff, feedback, development of competence, qualifier, written and oral'], ['workplace instructor, feedback, development of competence, qualifier, written and oral']]"
74,74,72,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,Feedback guides and encourages you in achieving your goals and improves your self-assessment skills.,,"[['Entity1, Entity2, Relation, Qualifier Key: Qualifier Value']]"
75,75,73,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"Based on the development of your competence, your personal competence development plan (PCDP) will be flexibly updated as necessary during the education.",,"[['Entity1: personal competence development plan, Entity2: education, Relation: updated as necessary, Qualifier: None']]"
76,76,74,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training," Once you have achieved the key skills or competencies defined in the qualification curriculum, you will demonstrate your skills by performing practical work tasks in genuine work situations and processes in the workplace.",,[]
77,77,75,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,You can participate in demonstrations regardless of how you acquired the skills.,,"[['demonstrations, skills, done_by, acquired, regardless']]"
78,78,76,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"Demonstrations are always individually designed unit-specifically by you, the competence assessor and a representative from working life.",,"[['demonstrations, competence assessor, designed by, individually'], ['demonstrations, representative, designed by, individually'], ['demonstrations, working life, designed by, individually']]"
79,79,77,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,Your competence is assessed by a teacher and a representative from working life.,,"[['teacher, representative, done_by, None'], ['competence, working life, eligible_for, None']]"
80,80,78,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"For a good reason, a demonstration can also be arranged outside the workplace.",,"[['Entity1, Entity2, Relation, Qualifier Key: Qualifier Value']]"
81,81,79,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"The competence required to complete common units may also be demonstrated by other means, such as written or oral examinations.",,[]
82,82,80,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,Your competence in common units is assessed by the teacher.,,"[['Entity1: teacher, Entity2: competence in common units, Relation: assess, Qualifier Key: None, Qualifier Value: None']]"
83,83,81,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/personalisation-vocational-education-and-training,"Your skills will be assessed by unit or, for common units, by subject area.",,"[['Entity1: skills, Entity2: unit, Relation: assessment type, Qualifier: common units']]"
84,84,82,https://www.omnia.fi/en/study-options/further-vocational-qualifications, Do you want to move ahead in working life?,,[]
85,85,83,https://www.omnia.fi/en/study-options/further-vocational-qualifications,Thinking of a new direction for your career?,,[]
86,86,84,https://www.omnia.fi/en/study-options/further-vocational-qualifications,"In Omnia, you will gain new professional skills and develop your existing skills to develop into a true professional.",,"[['Omnia, professional skills, development, existing skills: true professional']]"
87,87,85,https://www.omnia.fi/en/study-options/espoo-upper-secondary-school-adults, Espoo Upper Secondary School for Adults is full of opportunities.,,"[['Entity1: Espoo Upper Secondary School for Adults, Entity2: opportunities, Relation: description']]"
88,88,86,https://www.omnia.fi/en/study-options/espoo-upper-secondary-school-adults,"You can complete upper secondary school, study for a dual qualification, improve your grades, prepare for entrance exams or supplement your skills by studying individual subjects.",,"[['Entity1: you, Entity2: upper secondary school, Relation: eligible_for'], ['Entity1: study, Entity2: dual qualification, Relation: eligible_for'], ['Entity1: improve, Entity2: grades, Relation: eligible_for'], ['Entity1: prepare, Entity2: entrance exams, Relation: eligible_for'], ['Entity1: supplement, Entity2: skills, Relation: eligible_for'], ['Entity1: studying individual subjects, Entity2: None, Relation: instruction']]"
89,89,87,https://www.omnia.fi/en/study-options/espoo-upper-secondary-school-adults,"You can do your studies in the morning, during the day, in the evening or online.",,"[['studies, morning, None, when, morning'], ['studies, day, None, when, during the day'], ['studies, evening, None, when, evening'], ['studies, online, None, where, online']]"
90,90,88,https://www.omnia.fi/en/study-options/espoo-upper-secondary-school-adults,The school is located in Tapiola with good transport connections.,,"[['Tapiola, school, where, None'], ['transport connections, Tapiola, quality, good']]"
91,91,89,https://www.omnia.fi/en/study-options/espoo-adult-education-centre, Do you want to feel well?,,[]
92,92,90,https://www.omnia.fi/en/study-options/espoo-adult-education-centre,Do you wish to belong to a community to which everyone is welcome?,,[]
93,93,91,https://www.omnia.fi/en/study-options/espoo-adult-education-centre,Do you wish to find some more meaningfulness in your life?,,[]
94,94,92,https://www.omnia.fi/en/study-options/espoo-adult-education-centre,Do you want to keep up with the times and influence common issues?,,[]
95,95,93,https://www.omnia.fi/en/study-options/espoo-adult-education-centre,Are you interested in learning to live according to the values ââof sustainable development?,,[]
96,96,94,https://www.omnia.fi/en/study-options/espoo-adult-education-centre,The choice is yours - Espoo Adult Education Centre is full of opportunities.,,"[['Entity1: Espoo Adult Education Centre, Entity2: opportunities, Relation: description']]"
97,97,95,https://www.omnia.fi/en/study-options/espoo-adult-education-centre/enrolment-and-cancellation-conditions-adult-dducation-centre-courses," Enrol on courses in the ilmonet.fi online service (ilmonet.fi) or by telephoning +35820692444, MonâThu 12:30â15:30.",,"[['Entity1: courses, Entity2: ilmonet.fi online service, Relation: services'], ['Entity1: telephoning, Entity2: +35820692444, Relation: where, Qualifier Key: time, Qualifier Value: Mon-Thu 12:30-15:30']]"
98,98,96,https://www.omnia.fi/en/study-options/espoo-adult-education-centre/enrolment-and-cancellation-conditions-adult-dducation-centre-courses,Your course place is personal and you cannot transfer it to another person.,,"[['course place, personal, another person']]"
99,99,97,https://www.omnia.fi/en/study-options/espoo-adult-education-centre/enrolment-and-cancellation-conditions-adult-dducation-centre-courses,Courses are intended for people who are at least 16 years old.,,"[['Courses, people, requirement, age: at least 16 years old']]"
100,100,98,https://www.omnia.fi/en/study-options/espoo-adult-education-centre/enrolment-and-cancellation-conditions-adult-dducation-centre-courses,Persons under the age of 18 can only be enrolled by telephone.,,"[['Entity1: persons under the age of 18, Entity2: enrolment, Relation: done_by, Qualifier: by_telephone']]"
101,101,99,https://www.omnia.fi/en/study-options/espoo-adult-education-centre/enrolment-and-cancellation-conditions-adult-dducation-centre-courses,Read more about the course fees and discounts.,,[]
102,102,100,https://www.omnia.fi/en/study-options/espoo-adult-education-centre/enrolment-and-cancellation-conditions-adult-dducation-centre-courses,We reserve the right to make changes.,,[]
103,103,101,https://www.omnia.fi/en/study-options/espoo-adult-education-centre/enrolment-and-cancellation-conditions-adult-dducation-centre-courses, The Ilmonet.fi online service allows you to browse the course selection and enrol on courses.,,"[['ilmonet.fi, online service, provides, None'], ['course selection, None, part of, ilmonet.fi'], ['courses, None, can be enrolled, online']]"
104,104,102,https://www.omnia.fi/en/study-options/espoo-adult-education-centre/enrolment-and-cancellation-conditions-adult-dducation-centre-courses,You can also check your enrolments and waiting lists.,,[]
105,105,103,https://www.omnia.fi/en/study-options/espoo-adult-education-centre/enrolment-and-cancellation-conditions-adult-dducation-centre-courses,You must register and log in to Ilmonet in order to enrol on courses.,,"[['ilmonet, register, requirement, None'], ['courses, enrol, requirement, None']]"
106,106,104,https://www.omnia.fi/en/study-options/espoo-adult-education-centre/enrolment-and-cancellation-conditions-adult-dducation-centre-courses,You have the opportunity to obtain support and advice for the use of Ilmonet in our information services (ilmonet.fi).,,"[['Entity1: Ilmonet, Entity2: information services, Relation: provides, Qualifier: None']]"
107,107,105,https://www.omnia.fi/en/study-options/espoo-adult-education-centre/enrolment-and-cancellation-conditions-adult-dducation-centre-courses,"If you have already registered to Ilmonet, but have forgotten your login details, you can reset your username and password in Ilmonet (ilmonet.fi).",,"[['ilmonet.fi'], ['Ilmonet, username, reset, in, Ilmonet (ilmonet.fi'], ['Ilmonet, password, reset, in, Ilmonet (ilmonet.fi']]"
