,Unnamed: 0.2,Unnamed: 0.1,url,Context,Unnamed: 0,RE_pred
10,8010,8010,https://migri.fi/en/glossary,temporary protection fi tilapÃ¤inen suojelu sv tillfÃ¤lligt skydd,8629.0,[]
11,8011,8011,https://migri.fi/en/glossary,"Temporary protection may be given to foreign nationals who need international protection and who cannot return safely to their home country or country of permanent residence, because there has been a massive displacement of people in the country or its neighbouring areas as a result of an armed conflict, some other violent situation or an environmental disaster.",8630.0,"['foreign nationals, temporary protection, international protection, reason, because there has been a massive displacement of people in the country or its neighbouring areas as a result of an armed conflict, some other violent situation or an environmental disaster']"
12,8012,8012,https://migri.fi/en/glossary,Providing temporary protection requires that the need for protection may be considered to be of short duration.,8631.0,"['Entity1, Entity2, Relation, Qualifier Key: Qualifier Value', '""temporary protection"", ""need for protection"", ""requirement"", duration: short ']"
13,8013,8013,https://migri.fi/en/glossary,temporary residence permit fi tilapÃ¤inen oleskelulupa sv tillfÃ¤lligt uppehÃ¥llstillstÃ¥nd,8632.0,"['Entity1: temporary residence permit, Entity2: tillfälligt uppehållstillstånd']"
14,8014,8014,https://migri.fi/en/glossary,The permit is issued to a foreign national who does not intend to stay in Finland permanently.,8634.0,"['permit, foreign national, issued_by, country, Finland']"
15,8015,8015,https://migri.fi/en/glossary,A temporary residence permit bears the letter B. Cf.,8636.0,"['""temporary residence permit"", letter B, bears, No Qualifier']"
16,8016,8016,https://migri.fi/en/glossary,third-country national fi kolmannen maan kansalainen sv tredjelandsmedborgare,8638.0,"['third-country national, kolmannen maan kansalainen, None, None', 'third-country national, tredjelandsmedborgare, None, None']"
17,8017,8017,https://migri.fi/en/glossary,"A foreign national who is not an EU citizen or a comparable person, i.e.",8639.0,[]
18,8018,8018,https://migri.fi/en/glossary,"a citizen of Iceland, Liechtenstein, Norway or Switzerland.",8640.0,"['EEA', 'Iceland, citizenship in European Economic Area (EEA', 'Liechtenstein, citizenship in European Economic Area (EEA', 'Norway, citizenship in European Economic Area (EEA', 'Switzerland, citizenship in European Economic Area (EEA']"
19,8019,8019,https://migri.fi/en/glossary,"See EU citizen or a comparable person, European Union (EU).",8641.0,[]
20,8020,8020,https://migri.fi/en/glossary,Tracing means establishing the location of the parents or a guardian of an unaccompanied minor or of a child victim of human trafficking who applies for international protection.,8643.0,"['unaccompanied minor or child victim of human trafficking who applies for international protection, parents or guardian, location, None']"
21,8021,8021,https://migri.fi/en/glossary,United Nations High Commissioner for Refugees.,8645.0,"['United Nations High Commissioner for Refugees, None, None, None']"
22,8022,8022,https://migri.fi/en/glossary,"visa fi viisumi sv visum, visering",8647.0,[]
23,8023,8023,https://migri.fi/en/glossary,"A permit to enter the country, which is issued for a short and temporary stay of less than 90 days.",8648.0,"['short and temporary stay, permit, requirement, length, less than 90 days']"
24,8024,8024,https://migri.fi/en/glossary,The Finnish missions make decisions on issuing visas.,8649.0,"['finnish missions, visas, issued_by']"
25,8025,8025,https://migri.fi/en/glossary,voluntary return fi vapaaehtoinen paluu sv frivillig Ã¥terresa,8651.0,[]
26,8026,8026,https://migri.fi/en/glossary,"In a decision on refusal of entry or deportation, which does not include a prohibition of entry, a third-country national is given a period of at least seven and a maximum of thirty days during which he or she can leave the country voluntarily.",8652.0,"['decision, refusal of entry, leave voluntarily, period, at least seven and a maximum of thirty days', 'deportation, third-country national, leave voluntarily, period, at least seven and a maximum of thirty days', 'third-country national, country, leave voluntarily, period, at least seven and a maximum of thirty days']"
27,8027,8027,https://migri.fi/en/glossary,"See refusal of entry, deportation, prohibition of entry, third-country national.",8653.0,[]
28,8028,8028,https://migri.fi/en/glossary,See also assisted voluntary return.,8654.0,[]
29,8029,8029,https://migri.fi/en/our-name-and-translations,"The abbreviation of the Finnish Immigration Service is ""Migri"".",8656.0,"['Finnish Immigration Service, Migri, description']"
30,8030,8030,https://migri.fi/en/our-name-and-translations,"It originates in the Latin root word migro (âto moveâ) which is still found in many languages, e.g.",8657.0,[]
31,8031,8031,https://migri.fi/en/our-name-and-translations,"""migration"" in English and Swedish.",8658.0,[]
32,8032,8032,https://migri.fi/en/our-name-and-translations,Finnish Immigration Service (English) Maahanmuuttovirasto (Finnish) Migrationsverket (Swedish) Immigrationsamt (German) Office national de lâImmigration (French) DirecciÃ³n General de InmigraciÃ³n (Spanish) Migratsiooniamet (Estonian) ÐÐ¸Ð³ÑÐ°ÑÐ¸Ð¾Ð½Ð½Ð°Ñ ÑÐ»ÑÐ¶Ð±Ð° (Russian) GÃ¶Ã§menlik Dairesi (Turkish) DrejtorisÃ« sÃ« Imigrimit (Albanian) Xafiiska arrimaha u soo guuridda waddanka (Somali) Ø¥Ø¯Ø§Ø±Ø© Ø§ÙÙØ¬Ø±Ø© (Arabic),8660.0,[]
33,8033,8033,https://migri.fi/en/press-release,All residence permits granted on the basis of temporary protection will be extended on 9â16 February 2024,8661.0,"['residence permits, temporary protection, basis, None', 'residence permits, 9–16 February 2024, extension, None']"
34,8034,8034,https://migri.fi/en/press-release,The Finnish Immigration Service will extend all residence permits granted on the basis of temporary protection.,8662.0,"['Finnish Immigration Service, residence permit, extend, basis: temporary protection']"
35,8035,8035,https://migri.fi/en/press-release,The permits will be valid until 4 March 2025.,8663.0,"['permits, 4 March 2025, length, valid until: 4 March 2025']"
36,8036,8036,https://migri.fi/en/press-release,We will send you a letter when we have extended your permit on the basis of temporary protection.,8664.0,"['Entity1: we, Entity2: letter, Relation: send, Qualifier: on the basis of temporary protection']"
37,8037,8037,https://migri.fi/en/press-release,"If we have your phone number, you will also receive a text message stating that your permit has been extended.",8665.0,"['phone number, text message, where, permit extension notification']"
38,8038,8038,https://migri.fi/en/press-release,The message is in Finnish and English and contains a link to our website: migri.fi/uk/karta-posvidki-na-prozivanna.,8666.0,"['migri.fi/uk/karta-posvidki-na-prozivanna, our website, contains link to, Language, Finnish and English']"
39,8039,8039,https://migri.fi/en/press-release,You cannot reply to the message.,8667.0,[]
40,8040,8040,https://migri.fi/en/press-release,We recommend that you apply for a new residence permit card after your permit has been extended,8668.0,"['Entity1: new residence permit card, Entity2: permit, Relation: application_form']"
41,8041,8041,https://migri.fi/en/press-release,"You can apply for a new card as of 17 February 2024, but you do not need to hurry with the application.",8669.0,"['Entity1: new card, Entity2: application, Relation: application_time, Qualifier Key: as of, Qualifier Value: 17 February 2024']"
42,8042,8042,https://migri.fi/en/press-release,You can apply for a new card at any time as long as your residence permit on the basis of temporary protection is valid.,8670.0,"['residence permit, temporary protection, basis, ']"
43,8043,8043,https://migri.fi/en/press-release,The updated validity period of your residence permit will be printed on the new card.,8671.0,"['residence permit, new card, where, printed on']"
44,8044,8044,https://migri.fi/en/press-release,New residence permit cards will be issued free of charge.,8672.0,"['residence permit cards, none, issued_by, issued, free of charge']"
45,8045,8045,https://migri.fi/en/press-release,The fastest way to receive a new residence permit card is to use our online service Enter Finland to apply for a new card.,8673.0,[]
46,8046,8046,https://migri.fi/en/press-release,Having a new residence permit card has considerable advantages when you reside and handle matters in Finland,8674.0,"['new residence permit card, Finland, has considerable advantages, None']"
47,8047,8047,https://migri.fi/en/press-release,We recommend that you apply for a new residence permit card for the following reasons:,8675.0,"['Entity1: you, Entity2: new residence permit card, Relation: application_form']"
48,8048,8048,https://migri.fi/en/press-release,It is legal for you to stay in Finland even if you do not apply for a new card,8676.0,"['Finland, None, None, None', 'you, None, None, None', 'stay, None, None, None', 'card, None, None, None']"
49,8049,8049,https://migri.fi/en/press-release,"All residence permit cards issued on the basis of temporary protection are valid, even if their last day of validity is 4 March 2023 or 4 March 2024.",8677.0,"['residence permit cards, temporary protection, basis of, None', 'valid, residence permit cards, last day of validity, 4 March 2023 or 4 March 2024']"
50,8050,8050,https://migri.fi/en/press-release,Your right to work on the basis of temporary protection will also be valid until 4 March 2025.,8678.0,"['Entity1: your right to work on the basis of temporary protection, Entity2: 4 March 2025, Relation: length, Qualifier Key: valid until, Qualifier Value: ']"
51,8051,8051,https://migri.fi/en/press-release,"However, with a new residence permit card you can always prove with certainty that you have a valid residence permit and right to work and reside in Finland.",8679.0,"['residence permit card, work and reside in Finland', 'eligible_for', 'residence permit card, work and reside in Finland, eligible_for']"
52,8052,8052,https://migri.fi/en/press-release,Modified on 22 January 2024:,8680.0,[]
53,8053,8053,https://migri.fi/en/image-bank,The image bank contains images about the management and experts of the Finnish Immigration Service.,8962.0,"['image bank, management and experts of Finnish Immigration Service, contains, None']"
54,8054,8054,https://migri.fi/en/image-bank,The images are mainly intended for use by journalists in news and communications.,8963.0,"['entities not specified in the sentence are assumed to be null', 'images, journalists, target_group, social group: news and communications']"
55,8055,8055,https://migri.fi/en/image-bank,Image user rights are indicated in the additional information for each image.,8964.0,"['entities, image, indicated in, additional information']"
56,8056,8056,https://migri.fi/en/image-bank,The images must not be edited without permission.,8965.0,[]
57,8057,8057,https://migri.fi/en/image-bank,The images must not be used in advertising or for other commercial purposes.,8966.0,"['Entity1: images, Entity2: advertising, Relation: use, Qualifier: for other commercial purposes']"
58,8058,8058,https://migri.fi/en/image-bank,The source must be indicated in connection with the use of the image.,8967.0,[]
59,8059,8059,https://migri.fi/en/image-bank,Further information: media(at)migri.fi,8968.0,['the Finnish Immigration Service']
60,8060,8060,https://migri.fi/en/image-bank/klaus-kaartinen, Go back to image bank main page,8969.0,[]
61,8061,8061,https://migri.fi/en/image-bank/jaana-vuorio,Director Legal Service and Country Information Unit,8974.0,[]
62,8062,8062,https://migri.fi/en/image-bank/tirsa-forssell,Head of Legal Services Legal Service and Country Information Unit,8977.0,[]
63,8063,8063,https://migri.fi/en/communications,The email address of the Press and Communications Services of the Finnish Immigration Service is media(at)migri.fi.,8997.0,"['media, Press and Communications Services of the Finnish Immigration Service, contact_info, email address: media@migri.fi']"
64,8064,8064,https://migri.fi/en/communications,Our services are available for the media at tel.,8998.0,"['services, media, where, None', 'services, tel, where, None']"
65,8065,8065,https://migri.fi/en/communications,+358295433037 on weekdays at 8.00â16.00.,8999.0,[]
66,8066,8066,https://migri.fi/en/communications,"If we do not answer your call, please leave us a message by email, and we will get back to you as soon as possible.",9000.0,"[""Entity1, Entity2, where, Entity2's Location"", 'message, us, where, Location: email']"
67,8067,8067,https://migri.fi/en/communications,The Press and Communications Services does not reply to customer inquiries concerning applications.,9001.0,"['Press and Communications Services, customer inquiries, services', 'Press and Communications Services, applications, services']"
68,8068,8068,https://migri.fi/en/communications,"If you have a question about an application, please contact our Customer Service.",9002.0,"['Entity1: question, Entity2: Customer Service, Relation: contact, Qualifier: None']"
69,8069,8069,https://migri.fi/en/communications,"If you are looking for statistics, please see our statistical service first.",9003.0,"['statistical service, None, services, None']"
70,8070,8070,https://migri.fi/en/communications,Other information for the media:,9004.0,[]
71,8071,8071,https://migri.fi/en/communications,Read more: Disclosure of data for scientific research purposes.,9006.0,[]
72,8072,8072,https://migri.fi/en/communications,Information on asylum matters within the European Union,9007.0,[]
73,8073,8073,https://migri.fi/en/communications,"If you need information on asylum matters and phenomena across the European Union, you can contact the European Union Agency for Asylum (EUAA).",9008.0,"['EUAA', 'EUAA, services, contact_info, None']"
74,8074,8074,https://migri.fi/en/communications,EUAAâs website also contains statistics and analyses about EU asylum matters.,9009.0,"[""Entity1: EUAA's website, Entity2: statistics, Relation: description, Qualifier Key: None, Qualifier Value: None"", ""Entity1: EUAA's website, Entity2: analyses, Relation: description, Qualifier Key: None, Qualifier Value: None"", 'Entity1: EU, Entity2: asylum matters, Relation: None, Qualifier Key: None, Qualifier Value: None']"
75,8075,8075,https://migri.fi/en/communications,European Union Agency for Asylum Telephone +35622487500 E-mail: info@euaa.europa.eu Website: https://euaa.europa.eu/,9010.0,"['European Union Agency for Asylum, contact_info, Telephone:+35622487500', 'European Union Agency for Asylum, contact_info, E-mail:info@euaa.europa.eu', 'European Union Agency for Asylum, contact_info, Website:https://euaa.europa.eu/']"
76,8076,8076,https://migri.fi/en/information-on-individual-cases,Information about the customers of the Finnish Immigration Service is usually confidential.,9012.0,"['Finnish Immigration Service, None, description, confidential, None']"
77,8077,8077,https://migri.fi/en/information-on-individual-cases,"Due to this obligation of secrecy, the Finnish Immigration Service cannot give information about its customers or comment on individual cases even if the person concerned has personally made the matter public.",9013.0,"['Finnish Immigration Service, customers, cannot give information, obligation of secrecy', 'Finnish Immigration Service, person, cannot comment, obligation of secrecy']"
78,8078,8078,https://migri.fi/en/information-on-individual-cases,"Whenever a journalist requests information on an individual, the request is evaluated on a case-by-case basis.",9015.0,"['journalist, information, evaluation, basis, case-by-case', 'request, information, evaluation, basis, case-by-case']"
79,8079,8079,https://migri.fi/en/information-on-individual-cases,Information may only be given when it is obvious that it will not endanger the safety of the person in question or those close to him or her.,9016.0,[]
80,8080,8080,https://migri.fi/en/information-on-individual-cases,"For example, simply the knowledge that a person has applied for asylum in Finland may endanger his or her safety and the safety his or her relatives.",9017.0,"['Entity1, Entity2, Relation, Qualifier Key: Qualifier Value ', 'person, asylum, None, None', 'Finland, safety, None, None', 'safety, relatives, None, None']"
81,8081,8081,https://migri.fi/en/information-on-individual-cases,"When requesting confidential information, be prepared to tell us what it will be used for and why.",9018.0,"['Entity1, Entity2, where, None']"
82,8082,8082,https://migri.fi/en/information-on-individual-cases,Please also note that the decision on the confidentiality or publicity of the information will not be made immediately.,9019.0,[]
83,8083,8083,https://migri.fi/en/information-on-individual-cases,"In order to make this decision, the Finnish Immigration Service will review the grounds for the application submitted by the person whom your request concerns.",9020.0,"['Finnish Immigration Service, request, review, grounds for the application: None, submitted by whom: your request concerns']"
84,8084,8084,https://migri.fi/en/information-on-individual-cases,"We will also review other information we have about him or her, the processing stage of his or her matter, and the contents of any decision already made.",9021.0,[]
85,8085,8085,https://migri.fi/en/information-on-individual-cases,The secrecy of information is based on the Act on the Openness of Government Activities.,9022.0,"['information, Act, based on, None', 'information, Openness of Government Activities, based on, None']"
86,8086,8086,https://migri.fi/en/information-on-individual-cases,For additional information see Confidentiality of personal information.,9023.0,['Confidentiality of personal information']
87,8087,8087,https://migri.fi/en/information-on-individual-cases,A customer of the Finnish Immigration Service can issue a written authorisation to a journalist or another outsider to study his or her documents.,9025.0,"['Finnish Immigration Service, journalist or another outsider, issued_by, written authorisation']"
88,8088,8088,https://migri.fi/en/information-on-individual-cases,"The information is only given to the person named in the authorisation, only on the issue outlined in the authorisation and only on closed matters.",9026.0,"['authorisation, person, eligible_for, issue outlined: yes, closed matters: yes']"
89,8089,8089,https://migri.fi/en/information-on-individual-cases,"Furthermore, the authorisation must be recent.",9027.0,[]
90,8090,8090,https://migri.fi/en/information-on-individual-cases,"The authorisation does not give permission to obtain information to which the applicant him/herself does not have an access (limitations set by the Openness Act 621/1999, section 11).",9028.0,"['Entity1: authorisation, Entity2: information, Relation: permission, Qualifier Key: access, Qualifier Value: applicant him/herself does not have']"
91,8091,8091,https://migri.fi/en/information-on-individual-cases,"If the information is used in a story or a programme, it is the journalistâs responsibility to ensure that the applicant understands that the information obtained through the authorisation will be made public in the media.",9029.0,"['Entity1, Entity2, Relation, Qualifier Key: Qualifier Value', 'no extraction possible']"
92,8092,8092,https://migri.fi/en/information-on-individual-cases,The authorisation must have the clientâs personal signature.,9030.0,"['Entity1: authorisation, Entity2: client, Relation: requirement, Qualifier: personal signature']"
93,8093,8093,https://migri.fi/en/information-on-individual-cases,A counselâs signature is not sufficient.,9031.0,[]
94,8094,8094,https://migri.fi/en/information-on-individual-cases,Attach an Information Request Form to the authorisation.,9032.0,[]
95,8095,8095,https://migri.fi/en/information-on-individual-cases,"If there is a reason why the processing of the information request should be expedited, indicate this on the form.",9033.0,"['Entity1: information request, Entity2: form, Relation: application_form']"
96,8096,8096,https://migri.fi/en/information-on-individual-cases,Also specify a deadline for the information requested.,9034.0,[]
97,8097,8097,https://migri.fi/en/information-on-individual-cases,"The authorisation, request for information and a copy of the authorised personâs (person whose information is requested) identity card must be sent to the Finnish Immigration Service using one of the methods below:",9035.0,"['Finnish Immigration Service, authorisation, where, null', 'request, information, requirement, null', 'authorised person, identity card, requirement, null', 'authorisation, Finnish Immigration Service, done_by, sender']"
98,8098,8098,https://migri.fi/en/information-on-individual-cases,Authorisation form â attachment to the information request form,9037.0,"['Entity1: Authorisation form, Entity2: information request form, Relation: application_form']"
99,8099,8099,https://migri.fi/en/information-on-individual-cases,"Requests for information are processed as quickly as possible, but in some cases, the process can take longer than expected.",9039.0,['entities and relations cannot be extracted from this sentence. Please provide a different sentence.']
100,8100,8100,https://migri.fi/en/information-on-individual-cases,"If the documents are in an administrative court, the request is transferred there.",9040.0,"['administrative court', 'location', 'administrative court, None, None, qualifier: location']"
101,8101,8101,https://migri.fi/en/information-on-individual-cases,"If for example the scope of the authorisation is unclear, the Finnish Immigration Service will contact the person whose information is requested.",9041.0,"['Entity1, Entity2, Relation, Qualifier Key: Qualifier Value ', '""Finnish Immigration Service"", ""person"", ""contact"", ""requested information"", ""scope unclear""']"
102,8102,8102,https://migri.fi/en/information-on-individual-cases,"As soon as the information is gathered, the authorised person can make an appointment to study the information.",9042.0,['sentence does not contain any entity or relation']
103,8103,8103,https://migri.fi/en/information-on-individual-cases,"If needed, copies of documents can be sent by mail.",9043.0,['entities and relations cannot be extracted from this sentence as it does not contain any relationship between entities']
104,8104,8104,https://migri.fi/en/information-on-individual-cases,A fee is charged for the copies.,9044.0,"['entities not found, copies, cost, None']"
105,8105,8105,https://migri.fi/en/information-on-individual-cases,The secrecy of personal information is based especially on section 24(1)(24) of the Act on the Openness of Government Activities (621/1999).,9046.0,"['1', '24', '621/1999', 'section 24(1', '24', '621/1999']"
106,8106,8106,https://migri.fi/en/information-on-individual-cases,"In addition, also the other grounds for secrecy under section 24 of the Act on the Openness of Government Activities may be applicable to information and documents in a matter concerning an alien.",9047.0,"['section 24, the Act on the Openness of Government Activities, Other grounds for secrecy, applicable to, the information and documents in a matter concerning an alien']"
107,8107,8107,https://migri.fi/en/information-on-individual-cases,A customer of the Finnish Immigration Service can issue a written authorisation to a journalist or other outsider to study his or her documents.,9048.0,"['Finnish Immigration Service, customer, issued_by, written authorization: to study his or her documents', 'customer, journalist/outsider, issued_by, written authorization: to study his or her documents']"
108,8108,8108,https://migri.fi/en/interviewing-and-filming-of-customers,"Whenever you interview or film our customers for example at our premises, you must always ask permission from each individual.",9051.0,"['Entity1: you, Entity2: customers, Relation: done_by, Qualifier: interview or film', 'Entity1: our premises, Entity2: each individual, Relation: where, Qualifier: None', 'Entity1: each individual, Entity2: permission, Relation: eligible_for, Qualifier: None']"
109,8109,8109,https://migri.fi/en/interviewing-and-filming-of-customers,Asylum seekers in particular may encounter safety risks if their picture or name is published in the media since this makes it easy to track their whereabouts.,9052.0,[]
110,8110,8110,https://migri.fi/en/interviewing-and-filming-of-customers,Always consider carefully before publishing personal information about an asylum seeker.,9053.0,"['personal information, None, None, None, None']"
111,8111,8111,https://migri.fi/en/interviewing-and-filming-of-customers,"Particular caution is needed with minors, as the Guidelines for Journalists (section 30) also point out.",9054.0,"['Entity1: Guidelines for Journalists, Entity2: minors, Relation: caution_needed, Qualifier Key: section, Qualifier Value: 30']"
112,8112,8112,https://migri.fi/en/interviewing-and-filming-of-customers,"If you wish to interview or film minors, you need permission from their guardian or other legal representative.",9055.0,[]
113,8113,8113,https://migri.fi/en/interviewing-and-filming-of-customers,Finnish Immigration Service cannot provide customersâ contact details,9056.0,"[""Finnish Immigration Service, customers' contact details, services""]"
114,8114,8114,https://migri.fi/en/interviewing-and-filming-of-customers,The Finnish Immigration Service is unfortunately unable to help the media in finding immigrants who are willing to be interviewed.,9057.0,"['Finnish Immigration Service, media, unable to help']"
115,8115,8115,https://migri.fi/en/interviewing-and-filming-of-customers,Customer details must be kept confidential.,9058.0,[]
116,8116,8116,https://migri.fi/en/interviewing-and-filming-of-customers,We are therefore unable to provide the media with our customersâ contact information.,9059.0,"['media, customers, contact_info, None']"
117,8117,8117,https://migri.fi/en/interviewing-and-filming-of-customers,"Applying for a resident permit or citizenship is often a matter of great significance to our customers, and they may believe that agreeing to a media interview arranged by the authorities will have a positive impact on the handling of their application.",9060.0,"['Customers, Resident permit', 'Eligible_for, Resident permit, eligible_for, reason']"
118,8118,8118,https://migri.fi/en/interviewing-and-filming-of-customers,"For this reason, we will not ask individual customers whether they are willing to be interviewed by the media.",9061.0,"['customers, media, interview, None']"
119,8119,8119,https://migri.fi/en/interviewing-and-filming-of-customers,We will concentrate solely on processing their permit applications.,9062.0,"['Entity1, Entity2, Relation, Qualifier Key: Qualifier Value']"
120,8120,8120,https://migri.fi/en/interviewing-and-filming-of-customers,You may find immigrants willing to be interviewed through various immigrant organisations and the immigrant services offered by cities and municipalities.,9063.0,"['Entity1: immigrants, Entity2: immigrant organisations, Relation: where, Qualifier: offered by cities and municipalities', 'Entity1: immigrants, Entity2: immigrant services, Relation: where, Qualifier: offered by cities and municipalities']"
121,8121,8121,https://migri.fi/en/interviewing-and-filming-of-customers,You can also contact employers and international educational institutions to ask for interviewees.,9064.0,"['employers, international educational institutions, where, None', 'contact, interviewees, done_by, human']"
122,8122,8122,https://migri.fi/en/application-processing-stages,The Finnish Immigration Service grants several kinds of permits.,9066.0,"['Finnish Immigration Service, permits, description']"
123,8123,8123,https://migri.fi/en/application-processing-stages,"Although the application process for each permit is slightly different, this is a broad outline of how we process applications.",9067.0,[]
124,8124,8124,https://migri.fi/en/application-processing-stages,"Applications for residence permits, EU registration and citizenship can be submitted in the e-service Enter Finland or on paper.",9068.0,"['Entity1: residence permits, Entity2: Enter Finland, Relation: application_form, Qualifier Key: submission mode, Qualifier Value: e-service', 'Entity1: EU registration, Entity2: Enter Finland, Relation: application_form, Qualifier Key: submission mode, Qualifier Value: e-service', 'Entity1: citizenship, Entity2: Enter Finland, Relation: application_form, Qualifier Key: submission mode, Qualifier Value: e-service', 'Entity1: residence permits, Entity2: paper, Relation: application_form', 'Entity1: EU registration, Entity2: paper, Relation: application_form', 'Entity1: citizenship, Entity2: paper, Relation: application_form']"
125,8125,8125,https://migri.fi/en/application-processing-stages,"Next, the applicant must visit a Finnish mission (embassy or consulate) abroad or book an appointment at a service point of the Finnish Immigration Service in Finland because we cannot process an application before the applicantâs identity has been verified.",9069.0,"['for Finnish mission (embassy or consulate', 'for service point of the Finnish Immigration Service', 'applicant, Finnish mission, processing_location, processing_location: abroad', 'applicant, service point, processing_location, processing_location: in Finland']"
126,8126,8126,https://migri.fi/en/application-processing-stages,The only way to apply for asylum is to do it personally by talking to a border control official or a police in Finland.,9070.0,"['Entity1: apply for asylum, Entity2: border control official/police, Relation: done_by, Qualifier: personally', 'Entity1: apply for asylum, Entity2: Finland, Relation: where']"
127,8127,8127,https://migri.fi/en/application-processing-stages,There is no application form.,9071.0,[]
128,8128,8128,https://migri.fi/en/application-processing-stages,The application is put in the processing queue of the Finnish Immigration Service.,9072.0,"['application, Finnish Immigration Service, processing_time']"
129,8129,8129,https://migri.fi/en/application-processing-stages,The processing time of an application depends on the permit for which the application has been made.,9073.0,"['processing time, application, permit', 'depends on', 'permit, the permit for which the application has been made', 'processing time, application, depends on, permit, the permit for which the application has been made']"
130,8130,8130,https://migri.fi/en/application-processing-stages,You may also use the Processing Time Checker to get an estimate on the remaining processing time of your application.,9074.0,"['application, Processing Time Checker, services, None']"
131,8131,8131,https://migri.fi/en/application-processing-stages,"If you have applied for a residence permit, EU registration or citizenship, you can follow the processing of your application with the help of our chatbot Kamu.",9075.0,"['residence permit, processing time, application type: residence permit, time to process: not specified', 'EU registration, processing time, application type: EU registration, time to process: not specified', 'citizenship, processing time, application type: citizenship, time to process: not specified', 'chatbot Kamu, processing time, application type: not specified, time to process: not specified']"
132,8132,8132,https://migri.fi/en/application-processing-stages,"For more information, see the page migri.fi/chat1.",9077.0,"['migri.fi/chat1, None, description, None']"
133,8133,8133,https://migri.fi/en/application-processing-stages,You can receive automated messages at the different processing stages of your application.,9078.0,"['automated messages, processing stages, frequency']"
134,8134,8134,https://migri.fi/en/application-processing-stages,Read more about automated messages.,9079.0,[]
135,8135,8135,https://migri.fi/en/application-processing-stages,Asylum seekers hear an estimate on their processing times during the asylum interview.,9080.0,"['Asylum seekers, processing times, processing_time, during:asylum interview']"
136,8136,8136,https://migri.fi/en/application-processing-stages,"If the Finnish Immigration Service notices that something is missing from an application or if we need additional information in order to make a decision, we will contact the applicant.",9081.0,"['Finnish Immigration Service, application, contact_info, None', 'application, applicant, contact_info, None']"
137,8137,8137,https://migri.fi/en/application-processing-stages,Applications that have been submitted through the e-service must also be supplemented there.,9082.0,[]
